604529.040,5096968.110,406.380,2,2,166
604529.140,5096968.160,406.350,1,1,166
604529.260,5096968.190,406.230,1,1,169
604529.360,5096968.230,406.180,2,2,174
604526.220,5096967.480,409.790,2,2,88
604527.330,5096968.440,410.370,4,4,61
604527.940,5096968.320,409.180,2,3,68
604528.900,5096967.600,406.050,2,2,91
604529.220,5096967.780,406.010,2,2,152
604524.570,5096967.580,412.180,2,2,30
604525.020,5096967.980,412.400,2,4,91
604525.270,5096966.670,409.010,3,4,103
604525.400,5096966.030,407.320,4,4,30
604525.490,5096967.220,409.930,4,4,117
604525.890,5096967.500,410.000,3,5,71
604525.990,5096967.040,408.770,4,5,57
604526.100,5096966.530,407.430,5,5,45
604525.960,5096967.630,410.200,3,3,142
604526.210,5096967.970,410.620,2,2,32
604526.550,5096967.990,410.150,2,2,13
604527.920,5096968.420,409.110,2,2,99
604528.670,5096967.590,406.040,2,2,26
604528.750,5096967.740,406.260,1,1,185
604528.980,5096967.810,406.090,2,2,54
604529.160,5096968.000,406.280,2,2,176
604529.260,5096968.100,406.360,1,1,175
604529.360,5096968.140,406.290,1,1,172
604524.270,5096968.360,415.110,1,3,161
604524.340,5096967.910,413.960,2,3,122
604524.420,5096967.370,412.590,3,3,79
604525.590,5096968.340,413.070,2,3,103
604525.710,5096967.820,411.690,3,3,71
604526.050,5096967.810,411.180,2,2,66
604526.240,5096967.450,410.060,2,2,82
604526.940,5096968.210,410.750,2,2,137
604524.400,5096967.330,412.180,2,2,50
604524.380,5096968.140,414.080,2,2,98
604525.320,5096967.560,411.300,3,3,47
604525.520,5096967.070,409.890,3,3,39
604525.970,5096967.590,410.430,3,3,66
604524.090,5096966.970,412.480,2,2,114
604524.180,5096967.000,412.450,2,2,63
604524.360,5096968.490,415.620,1,4,143
604524.390,5096968.320,415.190,2,4,154
604524.460,5096967.860,414.010,3,4,123
604524.550,5096967.320,412.630,4,4,81
604524.480,5096968.360,415.150,1,1,178
604524.570,5096968.410,415.130,1,2,149
604524.640,5096968.050,414.200,2,2,136
604524.660,5096968.470,415.130,1,2,162
604524.730,5096968.070,414.100,2,2,110
604525.290,5096968.310,413.810,2,2,76
604525.520,5096967.770,412.220,2,2,84
604525.810,5096968.350,413.130,3,4,72
604526.030,5096967.400,410.600,4,4,114
604525.900,5096968.440,413.190,2,3,89
604526.190,5096967.250,410.020,3,3,38
604527.030,5096967.850,410.150,3,3,27
604527.270,5096967.440,408.860,2,2,37
604528.830,5096967.410,406.450,4,4,102
604524.120,5096966.840,412.490,1,1,187
604524.220,5096966.850,412.400,2,2,28
604524.180,5096968.480,416.250,1,2,122
604524.240,5096968.070,415.200,2,2,164
604524.330,5096968.180,415.310,2,3,157
604524.490,5096967.160,412.700,3,3,91
604524.800,5096968.380,415.080,2,2,173
604524.880,5096968.440,415.090,2,2,147
604525.590,5096967.920,412.810,2,2,148
604525.680,5096968.060,413.000,2,2,27
604526.030,5096968.360,413.190,2,2,37
604526.410,5096968.520,412.970,4,4,95
604527.000,5096968.400,411.840,2,3,99
604527.160,5096967.810,410.220,3,3,80
604527.090,5096968.470,411.860,4,4,99
604527.190,5096968.520,411.840,3,3,107
604530.800,5096968.520,406.430,1,1,194
604524.160,5096966.790,412.680,2,2,156
604524.260,5096966.870,412.730,2,2,43
604524.150,5096968.200,415.990,2,3,149
604524.240,5096967.610,414.490,3,3,118
604524.300,5096967.880,415.030,2,2,121
604524.330,5096968.340,416.070,1,2,148
604524.390,5096967.970,415.110,2,2,150
604524.410,5096968.410,416.110,1,2,171
604524.610,5096967.180,412.920,2,2,75
604524.720,5096967.720,414.010,2,2,90
604525.010,5096967.860,413.900,2,3,139
604525.210,5096966.770,411.080,3,3,69
604525.100,5096967.960,414.000,2,2,55
604525.200,5096968.420,414.910,2,3,92
604525.300,5096967.940,413.690,3,3,108
604525.540,5096967.780,412.940,3,3,112
604526.580,5096968.420,412.870,2,2,115
604527.020,5096967.530,410.140,3,3,53
604527.240,5096968.380,411.790,4,5,39
604527.340,5096968.390,411.680,2,3,21
604527.440,5096968.480,411.740,2,2,74
604527.750,5096968.520,411.350,2,2,22
604528.690,5096968.510,409.930,2,2,176
604528.800,5096968.540,409.830,3,3,117
604528.910,5096968.520,409.620,3,4,128
604529.030,5096968.530,409.480,3,3,113
604530.830,5096968.430,406.540,1,1,192
604525.380,5096967.630,413.200,2,2,15
604526.090,5096967.740,412.350,2,2,67
604526.270,5096967.920,412.520,2,2,48
604526.580,5096968.370,413.110,2,2,62
604527.400,5096968.230,411.570,2,2,48
604527.600,5096968.300,411.430,2,3,75
604527.770,5096968.490,411.620,2,2,36
604528.480,5096968.400,410.360,4,4,39
604528.610,5096968.380,410.130,2,2,136
604528.960,5096968.410,409.670,2,2,124
604529.070,5096968.420,409.520,3,3,110
604529.200,5096968.410,409.300,2,3,175
604529.300,5096968.430,409.170,1,2,31
604530.420,5096967.860,406.190,1,1,187
604530.870,5096968.310,406.570,1,1,185
604530.980,5096968.350,406.500,1,1,180
604530.550,5096967.810,406.250,1,1,200
604530.730,5096968.010,406.450,1,1,200
604530.830,5096968.090,406.480,1,1,185
604531.100,5096968.340,406.650,1,1,178
604524.120,5096966.560,412.590,3,3,67
604524.180,5096968.230,416.360,1,1,188
604524.370,5096967.550,414.490,1,2,81
604524.490,5096966.790,412.590,2,2,51
604524.350,5096968.340,416.350,1,1,188
604525.050,5096967.750,413.960,2,3,70
604525.130,5096967.290,412.790,3,3,74
604525.130,5096967.820,414.000,2,2,109
604525.170,5096968.190,414.800,2,2,98
604524.110,5096968.210,416.770,1,1,176
604524.190,5096968.270,416.810,1,1,176
604524.290,5096968.260,416.620,1,1,185
604524.380,5096968.290,416.550,1,1,183
604524.480,5096968.290,416.410,1,1,183
604524.550,5096968.500,416.780,1,1,179
604524.920,5096967.410,413.710,2,2,80
604525.130,5096967.410,413.400,2,2,97
604525.300,5096967.600,413.610,2,3,35
604525.450,5096966.820,411.540,3,3,47
604525.660,5096966.890,411.400,2,2,78
604526.030,5096968.070,413.580,1,1,101
604526.240,5096968.070,413.280,3,3,89
604526.370,5096968.000,412.920,2,2,23
604527.560,5096968.110,411.400,3,3,53
604527.640,5096968.210,411.520,2,2,107
604527.910,5096968.390,411.510,2,2,59
604528.120,5096968.150,410.650,3,3,59
604528.180,5096968.290,410.880,2,2,98
604528.390,5096968.340,410.690,3,3,32
604528.440,5096968.520,411.020,2,3,143
604524.210,5096966.800,413.700,2,2,28
604524.200,5096968.240,417.060,1,1,162
604524.310,5096968.190,416.770,1,1,175
604524.390,5096968.210,416.700,1,1,172
604524.480,5096968.250,416.660,1,1,173
604524.580,5096968.280,416.570,1,2,180
604524.810,5096966.910,413.050,2,2,18
604524.650,5096968.410,416.770,1,1,170
604524.760,5096968.390,416.580,1,1,178
604524.840,5096968.390,416.460,1,1,179
604524.930,5096968.480,416.540,1,1,167
604525.130,5096968.480,416.240,1,1,168
604525.410,5096967.580,413.740,2,3,65
604525.580,5096966.720,411.470,3,3,79
604525.590,5096967.670,413.680,2,3,50
604525.660,5096967.320,412.740,3,3,55
604525.830,5096967.560,413.050,2,2,29
604525.750,5096968.410,415.120,1,1,90
604525.960,5096967.860,413.550,2,2,104
604526.460,5096968.020,413.170,2,2,46
604527.540,5096968.060,411.670,2,3,88
604527.690,5096967.570,410.280,3,3,5
604527.650,5096968.100,411.600,1,1,84
604527.750,5096968.140,411.530,2,2,9
604527.950,5096968.240,411.480,2,2,95
604528.020,5096968.340,411.580,2,2,24
604528.110,5096968.410,411.630,2,3,113
604528.650,5096968.160,410.250,2,2,85
604528.780,5096968.160,410.050,2,2,120
604528.900,5096968.160,409.870,3,3,123
604529.000,5096968.210,409.860,2,3,161
604529.100,5096968.270,409.830,2,3,117
604530.280,5096967.450,406.160,2,2,162
604530.630,5096967.820,406.500,1,1,193
604530.750,5096967.860,406.420,1,1,199
604530.840,5096967.970,406.540,1,1,183
604531.180,5096968.340,406.880,1,1,176
604524.140,5096968.050,417.030,1,1,172
604524.220,5096968.090,417.020,1,1,176
604524.310,5096968.190,417.110,1,1,180
604524.420,5096968.130,416.820,1,1,173
604524.510,5096968.150,416.730,1,1,174
604524.600,5096968.190,416.660,1,1,174
604524.790,5096968.150,416.320,1,1,183
604524.910,5096968.080,415.960,1,2,169
604525.060,5096967.230,413.770,2,2,106
604524.950,5096968.350,416.530,1,2,177
604525.160,5096967.250,413.660,2,2,49
604525.030,5096968.500,416.750,1,2,177
604525.310,5096967.010,412.890,2,2,11
604525.150,5096968.380,416.300,1,2,156
604525.330,5096967.420,413.810,2,2,91
604525.230,5096968.460,416.380,1,1,179
604525.410,5096968.100,415.260,2,2,98
604525.680,5096967.220,412.820,2,2,44
604525.590,5096968.200,415.210,2,3,105
604525.800,5096967.160,412.510,3,3,107
604525.860,5096967.350,412.870,2,2,181
604525.750,5096968.350,415.320,1,2,135
604525.970,5096967.340,412.680,2,2,92
604525.840,5096968.440,415.410,1,2,57
604526.000,5096967.700,413.450,2,2,166
604525.930,5096968.470,415.350,1,2,155
604526.090,5096967.760,413.460,2,2,143
604526.040,5096968.480,415.200,1,1,168
604526.130,5096968.480,415.050,1,2,160
604526.310,5096967.700,413.000,2,2,86
604526.490,5096967.890,413.160,2,2,91
604526.670,5096968.030,413.220,2,2,63
604527.580,5096967.930,411.660,2,2,96
604527.860,5096968.090,411.590,2,2,99
604527.960,5096968.130,411.540,2,2,49
604528.070,5096968.180,411.500,2,3,41
604528.150,5096968.260,411.560,2,2,57
604528.340,5096968.040,410.750,2,2,40
604528.430,5096968.080,410.690,2,2,107
604528.530,5096968.150,410.730,2,2,19
604528.650,5096968.130,410.520,2,2,103
604528.920,5096968.040,409.910,2,2,42
604529.020,5096968.080,409.840,2,2,106
604528.970,5096968.510,410.920,2,3,98
604530.580,5096967.580,406.360,1,1,185
604530.680,5096967.680,406.440,1,1,185
604530.770,5096967.750,406.460,1,1,189
604530.860,5096967.850,406.570,1,1,177
604530.920,5096967.990,406.810,1,1,191
604531.030,5096968.030,406.730,1,1,192
604531.130,5096968.110,406.760,1,1,195
604531.230,5096968.170,406.750,1,1,173
604531.350,5096968.450,407.220,1,1,184
604530.410,5096967.270,406.250,1,1,184
604530.590,5096967.460,406.410,1,1,194
604530.890,5096967.670,406.440,1,1,185
604530.900,5096967.920,407.010,1,1,186
604531.270,5096968.260,407.240,1,1,181
604531.290,5096968.470,407.680,1,1,184
604531.410,5096968.500,407.600,1,1,185
604531.500,5096968.560,407.580,1,1,180
604524.210,5096966.190,412.620,2,2,72
604524.160,5096967.910,417.020,1,1,178
604524.220,5096968.110,417.400,1,1,172
604524.410,5096968.100,417.090,1,2,170
604524.650,5096966.560,413.150,2,2,32
604524.500,5096968.150,417.070,1,1,178
604524.610,5096968.070,416.720,1,1,167
604524.700,5096968.120,416.700,1,1,171
604524.800,5096968.100,416.510,1,1,178
604524.870,5096968.230,416.710,1,1,163
604524.980,5096968.120,416.290,1,2,172
604525.160,5096967.160,413.780,2,2,67
604525.040,5096968.380,416.810,1,3,165
604525.260,5096967.200,413.730,2,3,64
604525.320,5096966.890,412.950,3,3,82
604525.140,5096968.350,416.580,1,2,167
604525.260,5096967.720,414.920,2,2,69
604525.230,5096968.410,416.590,1,3,139
604525.350,5096967.790,414.960,2,3,114
604525.500,5096967.020,412.970,3,3,70
604525.310,5096968.470,416.600,1,1,179
604525.410,5096968.450,416.410,1,2,172
604525.720,5096966.920,412.400,2,2,48
604525.600,5096968.070,415.230,2,3,106
604525.790,5096967.170,412.880,3,3,74
604525.690,5096968.100,415.180,2,3,135
604525.870,5096967.230,412.900,3,3,132
604525.970,5096967.270,412.830,2,2,171
604526.060,5096967.350,412.910,1,2,180
604526.410,5096965.790,408.770,2,2,45
604525.950,5096968.310,415.270,1,2,140
604526.130,5096967.480,413.090,2,2,144
604526.040,5096968.370,415.280,1,2,166
604526.210,5096967.620,413.290,2,2,113
604526.400,5096967.730,413.250,2,2,41
604526.500,5096967.700,413.040,1,1,31
604526.410,5096968.500,415.040,1,2,110
604526.590,5096967.790,413.120,2,2,153
604526.690,5096967.860,413.120,2,2,127
604526.780,5096967.900,413.080,3,3,138
604527.400,5096968.430,413.380,2,4,100
604527.580,5096967.800,411.680,3,4,104
604527.500,5096968.460,413.330,2,4,118
604527.680,5096967.850,411.660,3,4,135
604527.800,5096967.850,411.470,2,2,58
604528.460,5096967.920,410.630,2,2,47
604528.590,5096967.860,410.310,2,2,19
604528.820,5096967.860,409.980,2,3,69
604529.320,5096968.470,410.640,2,3,138
604529.420,5096968.500,410.550,2,3,143
604529.540,5096968.510,410.400,1,2,152
604524.800,5096967.330,415.040,2,2,115
604524.770,5096968.090,416.830,1,1,181
604524.880,5096968.090,416.690,1,1,167
604524.950,5096968.200,416.830,1,1,177
604525.050,5096968.210,416.720,1,1,174
604525.120,5096968.300,416.820,1,1,180
604525.220,5096968.310,416.700,1,1,185
604525.310,5096968.400,416.790,1,1,182
604525.500,5096968.410,416.510,1,2,172
604525.600,5096967.920,415.210,2,2,76
604525.590,5096968.410,416.360,1,3,163
604525.690,5096967.960,415.180,2,3,106
604525.850,5096967.170,413.100,3,3,76
604525.680,5096968.460,416.340,1,3,142
604525.790,5096967.970,415.050,2,3,135
604525.960,5096967.160,412.930,3,3,60
604525.780,5096968.510,416.330,1,2,116
604526.060,5096967.200,412.870,2,2,142
604525.950,5096968.170,415.270,2,3,140
604526.150,5096967.280,412.930,3,3,148
604526.050,5096968.210,415.210,1,2,147
604526.230,5096967.390,413.060,2,2,143
604526.130,5096968.280,415.250,1,2,77
604526.320,5096967.420,412.980,2,2,184
604526.580,5096968.510,415.140,1,2,184
604526.780,5096967.750,413.060,2,2,128
604526.970,5096967.890,413.100,2,2,92
604527.070,5096967.930,413.070,2,2,62
604527.660,5096967.780,411.860,3,3,55
604527.950,5096967.560,410.890,2,2,70
604529.550,5096968.310,410.250,1,2,77
604529.630,5096968.410,410.360,1,2,146
604529.730,5096968.460,410.340,1,2,139
604530.410,5096967.110,406.180,1,1,189
604530.770,5096967.470,406.480,1,1,188
604530.840,5096967.620,406.730,1,1,187
604530.980,5096967.860,407.090,1,1,161
604531.240,5096967.880,406.730,1,1,175
604531.340,5096967.950,406.740,1,1,185
604531.350,5096968.180,407.270,1,1,174
604531.430,5096968.280,407.380,1,1,170
604531.520,5096968.390,407.480,1,1,177
604531.600,5096968.480,407.590,1,1,181
604531.210,5096967.740,406.780,1,1,193
604531.290,5096967.890,407.010,1,1,181
604531.310,5096968.110,407.480,1,1,172
604531.410,5096968.190,407.520,1,1,184
604531.460,5096968.330,407.760,1,1,179
604531.590,5096968.340,407.600,1,1,161
604531.660,5096968.470,407.810,1,1,184
604531.760,5096968.530,407.780,1,1,185
604524.130,5096967.940,417.470,1,1,172
604524.200,5096968.070,417.660,1,1,164
604524.420,5096967.930,417.010,1,2,168
604524.500,5096967.380,415.620,2,2,108
604524.500,5096968.050,417.160,1,1,174
604524.600,5096968.030,416.970,1,1,166
604524.690,5096968.010,416.790,1,2,163
604524.170,5096967.490,416.690,1,1,170
604524.270,5096967.420,416.370,1,2,150
604524.370,5096966.750,414.680,2,2,128
604524.340,5096967.670,416.850,1,2,164
604524.480,5096966.680,414.360,2,2,79
604524.380,5096968.000,417.570,1,1,158
604524.520,5096967.680,416.590,1,2,166
604524.730,5096966.370,413.250,2,2,30
604524.590,5096967.910,417.040,1,1,172
604524.680,5096967.940,416.970,1,1,170
604524.770,5096967.960,416.870,1,1,173
604524.850,5096968.060,416.990,1,1,171
604524.940,5096968.050,416.820,1,1,176
604525.030,5096968.140,416.890,1,1,163
604525.130,5096968.110,416.700,1,1,185
604525.210,5096968.230,416.860,1,2,162
604525.310,5096967.710,415.510,2,2,114
604525.300,5096968.220,416.710,1,3,85
604525.390,5096967.780,415.540,2,3,137
604525.520,5096967.090,413.730,3,3,128
604525.400,5096968.190,416.470,1,3,36
604525.510,5096967.660,415.070,2,3,152
604525.660,5096966.910,413.120,3,3,137
604525.500,5096968.250,416.470,1,3,37
604525.600,5096967.760,415.190,2,3,137
604525.780,5096966.860,412.830,3,3,140
604525.680,5096967.850,415.260,1,2,162
604525.850,5096967.010,413.060,2,2,100
604525.770,5096967.920,415.290,1,1,184
604525.770,5096968.350,416.300,1,2,9
604526.040,5096967.090,412.980,2,2,182
604525.940,5096968.020,415.260,1,2,165
604526.130,5096967.150,412.960,2,2,97
604526.040,5096968.070,415.230,1,2,167
604526.240,5096967.190,412.890,2,2,100
604526.130,5096968.090,415.150,1,2,145
604526.330,5096967.240,412.880,2,2,127
604526.190,5096968.290,415.510,1,1,175
604526.260,5096968.420,415.700,1,1,176
604526.350,5096968.440,415.620,1,1,175
604526.450,5096968.500,415.600,2,2,166
604526.540,5096968.510,415.490,1,1,159
604526.660,5096968.490,415.270,1,2,154
604526.870,5096967.690,413.100,2,2,140
604526.950,5096967.740,413.110,2,2,94
604527.050,5096967.790,413.090,2,2,76
604527.250,5096967.910,413.060,2,2,77
604527.290,5096968.140,413.540,2,2,81
604527.400,5096968.110,413.300,2,2,159
604528.190,5096967.690,411.150,2,2,98
604529.620,5096968.260,410.340,1,2,129
604529.730,5096968.290,410.240,1,2,156
604529.810,5096968.390,410.360,1,2,133
604530.760,5096967.300,406.430,1,1,189
604530.800,5096967.530,406.910,1,1,189
604531.030,5096967.610,406.740,1,1,187
604526.100,5096967.980,415.240,1,2,167
604526.290,5096967.110,412.950,2,2,92
604526.200,5096968.010,415.180,1,2,172
604526.410,5096967.100,412.750,2,2,99
604526.270,5096968.150,415.400,1,1,180
604526.340,5096968.290,415.600,1,1,177
604526.420,5096968.360,415.650,1,1,178
604526.520,5096968.380,415.550,2,3,91
604526.760,5096967.400,412.930,3,3,8
604526.620,5096968.360,415.340,1,1,170
604526.730,5096968.360,415.200,1,2,151
604526.930,5096967.590,413.110,2,2,141
604527.320,5096967.770,412.960,3,3,49
604527.550,5096967.370,411.710,2,2,87
604527.650,5096967.390,411.580,2,3,61
604527.720,5096967.540,411.850,1,2,122
604527.880,5096967.370,411.200,2,3,71
604528.400,5096967.510,410.730,2,2,103
604530.830,5096967.240,406.520,1,1,187
604530.860,5096967.430,406.900,1,1,184
604530.960,5096967.510,406.940,1,1,182
604531.240,5096967.760,407.110,1,1,177
604531.310,5096967.880,407.270,1,1,179
604531.380,5096968.000,407.450,1,1,174
604531.470,5096968.110,407.580,1,1,175
604531.570,5096968.160,407.530,1,1,185
604531.630,5096968.320,407.830,1,1,184
604531.740,5096968.340,407.710,1,1,170
604531.860,5096968.350,407.540,1,1,180
604531.960,5096968.440,407.600,1,1,186
604532.030,5096968.570,407.790,1,1,171
604524.130,5096967.480,417.050,1,2,164
604524.290,5096966.300,414.080,2,2,2
604524.230,5096967.450,416.820,1,2,152
604524.370,5096966.410,414.210,2,2,120
604524.310,5096967.550,416.940,1,1,175
604524.390,5096967.660,417.060,1,1,159
604524.480,5096967.690,417.000,1,1,167
604524.550,5096967.880,417.350,1,1,171
604524.660,5096967.750,416.880,1,2,119
604524.760,5096967.110,415.260,2,2,138
604524.740,5096967.860,417.000,1,1,149
604524.840,5096967.860,416.850,1,1,144
604524.920,5096967.930,416.890,1,1,167
604525.010,5096967.990,416.900,1,1,162
604525.080,5096968.100,417.060,1,2,125
604525.160,5096967.650,415.890,2,2,152
604525.180,5096968.070,416.840,1,2,92
604525.260,5096967.640,415.710,2,2,178
604525.510,5096966.930,413.700,1,2,87
604525.560,5096966.630,412.950,2,2,88
604525.460,5096967.660,415.480,1,1,177
604525.560,5096967.700,415.430,1,2,183
604525.740,5096966.760,412.980,2,2,40
604525.640,5096967.780,415.480,1,1,178
604525.730,5096967.800,415.390,1,2,179
604525.960,5096966.680,412.460,2,2,45
604525.830,5096967.870,415.400,1,1,176
604525.910,5096967.940,415.450,1,2,159
604526.110,5096966.990,412.950,2,2,75
604526.010,5096967.930,415.270,1,2,47
604526.200,5096967.100,413.080,2,2,171
604525.500,5096966.700,413.490,2,2,79
604525.330,5096968.090,416.990,1,4,24
604525.450,5096967.440,415.290,2,4,152
604525.570,5096966.830,413.700,3,4,107
604525.660,5096966.350,412.470,4,4,72
604525.520,5096967.610,415.580,1,1,186
604525.630,5096967.630,415.470,1,1,178
604525.710,5096967.690,415.490,1,2,163
604526.090,5096965.860,410.690,2,2,63
604525.800,5096967.750,415.490,1,1,163
604525.890,5096967.780,415.420,1,1,176
604525.990,5096967.790,415.300,1,2,163
604526.160,5096966.970,413.150,2,2,96
604526.090,5096967.830,415.230,1,2,162
604526.260,5096967.070,413.230,2,2,135
604526.190,5096967.840,415.120,1,2,93
604526.370,5096967.020,412.940,2,2,182
604526.290,5096967.860,415.010,1,2,112
604526.460,5096967.080,412.960,2,2,179
604526.340,5096968.050,415.380,1,2,189
604526.550,5096967.140,412.960,2,2,67
604526.430,5096968.110,415.380,1,2,173
604526.690,5096967.030,412.490,2,2,100
604526.500,5096968.260,415.640,1,1,167
604526.580,5096968.310,415.610,1,1,180
604526.710,5096968.240,415.270,1,2,163
604526.910,5096967.430,413.100,2,2,134
604526.790,5096968.290,415.290,1,3,137
604526.990,5096967.500,413.140,2,3,131
604527.560,5096965.370,407.400,3,3,30
604526.880,5096968.360,415.320,1,2,147
604527.110,5096967.530,413.040,2,2,130
604526.950,5096968.490,415.490,1,1,168
604527.050,5096968.500,415.380,1,5,135
604527.130,5096968.210,414.590,2,5,143
604527.300,5096967.620,412.960,3,5,62
604527.420,5096967.200,411.830,4,5,38
604527.380,5096968.430,414.720,2,3,150
604527.720,5096967.300,411.610,3,3,51
604527.940,5096967.310,411.280,2,3,39
604528.260,5096967.380,410.970,3,4,95
604528.370,5096967.410,410.880,2,3,75
604528.470,5096967.440,410.790,2,3,162
604528.670,5096968.550,413.070,1,2,167
604530.630,5096966.880,406.290,1,1,186
604530.870,5096967.220,406.730,1,1,180
604530.980,5096967.260,406.640,1,1,189
604531.160,5096967.420,406.750,1,1,180
604531.240,5096967.530,406.900,1,1,180
604531.270,5096967.770,407.390,1,1,174
604531.360,5096967.830,407.410,1,1,185
604531.460,5096967.930,407.490,1,1,178
604531.540,5096968.010,407.570,1,1,178
604531.600,5096968.150,407.770,1,1,196
604531.710,5096968.200,407.740,1,1,180
